Date,Open,High,Low,Close,Volume,Ticker,Year-Month
10/1/20,117.64,117.72,115.83,116.79,116120440,AAPL,2020-10
10/2/20,112.89,115.37,112.22,113.02,144711986,AAPL,2020-10
10/5/20,113.91,116.65,113.55,116.5,106243839,AAPL,2020-10
10/6/20,115.7,116.12,112.25,113.16,161498212,AAPL,2020-10
10/7/20,114.62,115.55,114.13,115.08,96848985,AAPL,2020-10
10/8/20,116.25,116.4,114.59,114.97,83477153,AAPL,2020-10
10/9/20,115.28,117,114.92,116.97,100506865,AAPL,2020-10
10/12/20,120.06,125.18,119.28,124.4,240226769,AAPL,2020-10
10/13/20,125.27,125.39,119.65,121.1,262330451,AAPL,2020-10
10/14/20,121,123.03,119.62,121.19,151062308,AAPL,2020-10
10/15/20,118.72,121.2,118.15,120.71,112559219,AAPL,2020-10
10/16/20,121.28,121.55,118.81,119.02,115393808,AAPL,2020-10
10/19/20,119.96,120.42,115.66,115.98,120639337,AAPL,2020-10
10/20/20,116.2,118.98,115.63,117.51,124423728,AAPL,2020-10
10/21/20,116.67,118.71,116.45,116.87,89945980,AAPL,2020-10
10/22/20,117.45,118.04,114.59,115.75,101987954,AAPL,2020-10
10/23/20,116.39,116.55,114.28,115.04,82572645,AAPL,2020-10
10/26/20,114.01,116.55,112.88,115.05,111850657,AAPL,2020-10
10/27/20,115.49,117.28,114.54,116.6,92276772,AAPL,2020-10
10/28/20,115.05,115.43,111.1,111.2,143937823,AAPL,2020-10
10/29/20,112.37,116.93,112.2,115.32,146129173,AAPL,2020-10
10/30/20,111.06,111.99,107.72,108.86,190573476,AAPL,2020-10
10/1/20,1484.27,1499.04,1479.21,1490.09,1779497,GOOG,2020-10
10/2/20,1462.03,1483.2,1450.92,1458.42,1284071,GOOG,2020-10
10/5/20,1466.21,1488.21,1464.27,1486.02,1113257,GOOG,2020-10
10/6/20,1475.58,1486.76,1448.59,1453.44,1245423,GOOG,2020-10
10/7/20,1464.29,1468.96,1436,1460.29,1746156,GOOG,2020-10
10/8/20,1465.09,1490,1465.09,1485.93,1187831,GOOG,2020-10
10/9/20,1494.7,1516.52,1489.45,1515.22,1435542,GOOG,2020-10
10/12/20,1543,1593.86,1532.57,1569.15,2482560,GOOG,2020-10
10/13/20,1583.73,1590,1563.2,1571.68,1601043,GOOG,2020-10
10/14/20,1578.59,1587.68,1550.53,1568.08,1930990,GOOG,2020-10
10/15/20,1547.15,1575.11,1545.03,1559.13,1540817,GOOG,2020-10
10/16/20,1565.85,1581.13,1563,1573.01,1435137,GOOG,2020-10
10/19/20,1580.46,1588.15,1528,1534.61,1607075,GOOG,2020-10
10/20/20,1527.05,1577.5,1525.67,1555.93,2242572,GOOG,2020-10
10/21/20,1573.33,1618.73,1571.63,1593.31,2568345,GOOG,2020-10
10/22/20,1593.05,1621.99,1585,1615.33,1434042,GOOG,2020-10
10/23/20,1626.07,1642.36,1620.51,1641,1375844,GOOG,2020-10
10/26/20,1625.01,1638.24,1576.5,1590.45,1853254,GOOG,2020-10
10/27/20,1595.67,1606.85,1582.78,1604.26,1229002,GOOG,2020-10
10/28/20,1559.74,1561.35,1514.62,1516.62,1833959,GOOG,2020-10
10/29/20,1522.36,1593.71,1522.24,1567.24,2003064,GOOG,2020-10
10/30/20,1672.11,1687,1604.46,1621.01,4330862,GOOG,2020-10
10/1/20,213.49,213.99,211.32,212.46,27158418,MSFT,2020-10
10/2/20,208,210.99,205.54,206.19,33154781,MSFT,2020-10
10/5/20,207.22,210.41,206.98,210.38,21331561,MSFT,2020-10
10/6/20,208.82,210.18,204.82,205.91,28554261,MSFT,2020-10
10/7/20,207.06,210.11,206.72,209.83,25681054,MSFT,2020-10
10/8/20,210.51,211.19,208.32,210.58,19925837,MSFT,2020-10
10/9/20,211.23,215.86,211.23,215.81,26458047,MSFT,2020-10
10/12/20,218.79,223.86,216.81,221.4,40461368,MSFT,2020-10
10/13/20,222.72,225.21,220.43,222.86,28950843,MSFT,2020-10
10/14/20,223,224.22,219.13,220.86,23451713,MSFT,2020-10
10/15/20,217.1,220.36,216.01,219.66,22733064,MSFT,2020-10
10/16/20,220.15,222.29,219.32,219.66,26057882,MSFT,2020-10
10/19/20,220.42,222.3,213.72,214.22,27625841,MSFT,2020-10
10/20/20,215.8,217.37,213.09,214.65,22753511,MSFT,2020-10
10/21/20,213.12,216.92,213.12,214.8,22724906,MSFT,2020-10
10/22/20,213.93,216.06,211.7,214.89,22351450,MSFT,2020-10
10/23/20,215.03,216.28,213.16,216.23,18879608,MSFT,2020-10
10/26/20,213.85,216.34,208.1,210.08,37111561,MSFT,2020-10
10/27/20,211.59,214.67,210.33,213.25,36700325,MSFT,2020-10
10/28/20,207.67,208.84,202.1,202.68,51195593,MSFT,2020-10
10/29/20,204.07,207.36,203.37,204.72,31432563,MSFT,2020-10
10/30/20,203.5,204.29,199.62,202.47,36980111,MSFT,2020-10
10/1/20,440.76,448.88,434.42,448.16,50741454,TSLA,2020-10
10/2/20,421.39,439.13,415,415.09,71430025,TSLA,2020-10
10/5/20,423.35,433.64,419.33,425.68,44722786,TSLA,2020-10
10/6/20,423.79,428.78,406.05,413.98,49146259,TSLA,2020-10
10/7/20,419.87,429.9,413.85,425.3,43127709,TSLA,2020-10
10/8/20,438.44,439,425.3,425.92,40421116,TSLA,2020-10
10/9/20,430.13,434.59,426.46,434,28925656,TSLA,2020-10
10/12/20,442,448.74,438.58,442.3,38791133,TSLA,2020-10
10/13/20,443.35,448.89,436.6,446.65,34463665,TSLA,2020-10
10/14/20,449.78,465.9,447.35,461.3,48045394,TSLA,2020-10
10/15/20,450.31,456.57,442.5,448.88,35672354,TSLA,2020-10
10/16/20,454.44,455.95,438.85,439.67,32775879,TSLA,2020-10
10/19/20,446.24,447,428.87,430.83,36287843,TSLA,2020-10
10/20/20,431.75,431.75,419.05,421.94,31656289,TSLA,2020-10
10/21/20,422.7,432.95,421.25,422.64,32370461,TSLA,2020-10
10/22/20,441.92,445.23,424.51,425.79,39993191,TSLA,2020-10
10/23/20,421.84,422.89,407.38,420.63,33716980,TSLA,2020-10
10/26/20,411.63,425.76,410,420.28,28239161,TSLA,2020-10
10/27/20,423.76,430.5,420.1,424.68,22686506,TSLA,2020-10
10/28/20,416.48,418.6,406,406.02,25451409,TSLA,2020-10
10/29/20,409.96,418.06,406.46,410.83,22655308,TSLA,2020-10
10/30/20,406.9,407.59,379.11,388.04,42587639,TSLA,2020-10
10/1/20,265.35,268.33,264.8,266.63,20009801,FB,2020-10
10/2/20,261.21,265.15,259.18,259.94,16367597,FB,2020-10
10/5/20,262.2,264.87,260.84,264.65,12822252,FB,2020-10
10/6/20,261.78,265.69,258.24,258.66,18696917,FB,2020-10
10/7/20,259.21,260.18,254.82,258.12,23133417,FB,2020-10
10/8/20,259.75,264.62,259.15,263.76,16312762,FB,2020-10
10/9/20,264.52,264.75,262.17,264.45,14107803,FB,2020-10
10/12/20,270.2,280.18,267.87,275.75,31019256,FB,2020-10
10/13/20,277.58,279.1,273.39,276.14,18063343,FB,2020-10
10/14/20,277.62,278.75,271.5,271.82,15601154,FB,2020-10
10/15/20,267.6,269.04,263.67,266.72,15416064,FB,2020-10
10/16/20,267.38,271.37,265.3,265.93,16622702,FB,2020-10
10/19/20,265.53,268.55,259.88,261.4,13586955,FB,2020-10
10/20/20,263.06,269.7,262.88,267.56,18763246,FB,2020-10
10/21/20,279.56,283.05,276.37,278.73,28998638,FB,2020-10
10/22/20,279.87,282.45,275.04,278.12,16720026,FB,2020-10
10/23/20,278.8,285.24,276.82,284.79,17535155,FB,2020-10
10/26/20,283.16,285.23,274.26,277.11,21322925,FB,2020-10
10/27/20,278.76,284.51,276.31,283.29,16287249,FB,2020-10
10/28/20,278.79,278.79,267.26,267.67,23121808,FB,2020-10
10/29/20,276.55,283.6,273.78,280.83,32368118,FB,2020-10
10/30/20,274.5,276.7,259.1,263.11,47299002,FB,2020-10
11/2/20,109.11,110.68,107.32,108.77,122866899,AAPL,2020-11
11/3/20,109.66,111.49,108.73,110.44,107624448,AAPL,2020-11
11/4/20,114.14,115.59,112.35,114.95,138235482,AAPL,2020-11
11/5/20,117.95,119.62,116.87,119.03,126387074,AAPL,2020-11
11/6/20,118.32,119.2,116.13,118.69,114457922,AAPL,2020-11
11/9/20,120.5,121.99,116.05,116.32,154515315,AAPL,2020-11
11/10/20,115.55,117.59,114.13,115.97,138023390,AAPL,2020-11
11/11/20,117.19,119.63,116.44,119.49,112294954,AAPL,2020-11
11/12/20,119.62,120.53,118.57,119.21,103350674,AAPL,2020-11
11/13/20,119.44,119.67,117.87,119.26,81688586,AAPL,2020-11
11/16/20,118.92,120.99,118.15,120.3,91183018,AAPL,2020-11
11/17/20,119.55,120.67,118.96,119.39,74270973,AAPL,2020-11
11/18/20,118.61,119.82,118,118.03,76322111,AAPL,2020-11
11/19/20,117.59,119.06,116.81,118.64,74112972,AAPL,2020-11
11/20/20,118.64,118.77,117.29,117.34,73604287,AAPL,2020-11
11/23/20,117.18,117.62,113.75,113.85,127959318,AAPL,2020-11
11/24/20,113.91,115.85,112.59,115.17,113874218,AAPL,2020-11
11/25/20,115.55,116.75,115.17,116.03,76499234,AAPL,2020-11
11/27/20,116.57,117.49,116.22,116.59,46691331,AAPL,2020-11
11/30/20,116.97,120.97,116.81,119.05,169410176,AAPL,2020-11
11/2/20,1628.16,1660.77,1616.03,1626.03,2535446,GOOG,2020-11
11/3/20,1631.78,1661.7,1616.62,1650.21,1661653,GOOG,2020-11
11/4/20,1710.28,1771.37,1706.03,1749.13,3570927,GOOG,2020-11
11/5/20,1781,1793.64,1750.51,1763.37,2065812,GOOG,2020-11
11/6/20,1753.95,1772.43,1740.35,1761.75,1661225,GOOG,2020-11
11/9/20,1790.9,1818.06,1760.02,1763,2268270,GOOG,2020-11
11/10/20,1731.09,1763,1717.3,1740.39,2636142,GOOG,2020-11
11/11/20,1750,1764.22,1747.37,1752.71,1263966,GOOG,2020-11
11/12/20,1747.63,1768.27,1745.6,1749.84,1248754,GOOG,2020-11
11/13/20,1757.63,1781.04,1744.55,1777.02,1500574,GOOG,2020-11
11/16/20,1771.7,1799.07,1767.69,1781.38,1246785,GOOG,2020-11
11/17/20,1776.94,1785,1767,1770.15,1147114,GOOG,2020-11
11/18/20,1765.23,1773.47,1746.14,1746.78,1173466,GOOG,2020-11
11/19/20,1738.38,1769.59,1737.01,1763.92,1249910,GOOG,2020-11
11/20/20,1765.21,1774,1741.86,1742.19,2313655,GOOG,2020-11
11/23/20,1749.6,1753.9,1717.72,1734.86,2161975,GOOG,2020-11
11/24/20,1730.5,1771.6,1727.69,1768.88,1579703,GOOG,2020-11
11/25/20,1772.89,1778.54,1756.54,1771.43,1046122,GOOG,2020-11
11/27/20,1773.09,1804,1772.44,1793.19,884916,GOOG,2020-11
11/30/20,1781.18,1788.07,1755,1760.74,1823836,GOOG,2020-11
11/2/20,204.29,205.28,200.12,202.33,30842163,MSFT,2020-11
11/3/20,203.89,208.12,203.12,206.43,27512030,MSFT,2020-11
11/4/20,214.02,218.32,212.42,216.39,42311777,MSFT,2020-11
11/5/20,222.04,224.12,221.15,223.29,36080137,MSFT,2020-11
11/6/20,222.26,224.36,218.03,223.72,25231895,MSFT,2020-11
11/9/20,224.44,228.12,217.88,218.39,44394950,MSFT,2020-11
11/10/20,214.5,216.5,209.72,211.01,44045120,MSFT,2020-11
11/11/20,212.39,218.04,212.2,216.55,29440788,MSFT,2020-11
11/12/20,217.21,219.11,214.46,215.44,21616115,MSFT,2020-11
11/13/20,216.36,217.42,214.16,216.51,18630307,MSFT,2020-11
11/16/20,214.87,217.74,214.52,217.23,24953344,MSFT,2020-11
11/17/20,216.1,217.68,214.08,214.46,24154112,MSFT,2020-11
11/18/20,213.65,215.17,210.93,211.08,28372789,MSFT,2020-11
11/19/20,211.38,213.03,209.93,212.42,24792746,MSFT,2020-11
11/20/20,212.2,213.29,210,210.39,22843119,MSFT,2020-11
11/23/20,210.95,212.29,208.16,210.11,25683507,MSFT,2020-11
11/24/20,209.59,214.25,208.86,213.86,33979731,MSFT,2020-11
11/25/20,215.11,215.29,212.46,213.87,21012887,MSFT,2020-11
11/27/20,214.85,216.27,214.04,215.23,14512213,MSFT,2020-11
11/30/20,214.1,214.76,210.84,214.07,33064753,MSFT,2020-11
11/2/20,394,406.98,392.3,400.51,29021118,TSLA,2020-11
11/3/20,409.73,427.77,406.69,423.9,34351715,TSLA,2020-11
11/4/20,430.62,435.4,417.1,420.98,32143057,TSLA,2020-11
11/5/20,428.3,440,424,438.09,28414523,TSLA,2020-11
11/6/20,436.1,436.57,424.28,429.95,21706014,TSLA,2020-11
11/9/20,439.5,452.5,421,421.26,34833025,TSLA,2020-11
11/10/20,420.09,420.09,396.03,410.36,30284224,TSLA,2020-11
11/11/20,416.45,418.7,410.58,417.13,17357722,TSLA,2020-11
11/12/20,415.05,423,409.52,411.76,19940500,TSLA,2020-11
11/13/20,410.85,412.53,401.66,408.5,19830351,TSLA,2020-11
11/16/20,408.93,412.45,404.09,408.09,26838635,TSLA,2020-11
11/17/20,460.17,462,433.01,441.61,61188281,TSLA,2020-11
11/18/20,448.35,496,443.5,486.64,78044024,TSLA,2020-11
11/19/20,492,508.61,487.57,499.27,62475346,TSLA,2020-11
11/20/20,497.99,502.5,489.06,489.61,32911922,TSLA,2020-11
11/23/20,503.5,526,501.79,521.85,50260304,TSLA,2020-11
11/24/20,540.4,559.99,526.2,555.38,53648494,TSLA,2020-11
11/25/20,550.06,574,545.37,574,48930162,TSLA,2020-11
11/27/20,581.16,598.78,578.45,585.76,37561078,TSLA,2020-11
11/30/20,602.21,607.8,554.51,567.6,63003052,TSLA,2020-11
11/2/20,264.6,270.47,257.34,261.36,27165679,FB,2020-11
11/3/20,263.16,270.05,260.88,265.3,17961859,FB,2020-11
11/4/20,281,288.94,278.62,287.38,35364424,FB,2020-11
11/5/20,291.9,297.38,288.95,294.68,23823633,FB,2020-11
11/6/20,293.95,294.6,288.06,293.41,13890974,FB,2020-11
11/9/20,289.87,292.58,278.53,278.77,25117650,FB,2020-11
11/10/20,273.1,274,264,272.43,29067691,FB,2020-11
11/11/20,273.47,278.4,272.48,276.48,14956950,FB,2020-11
11/12/20,277.18,279.75,274.43,275.08,12914206,FB,2020-11
11/13/20,277.72,277.76,273.1,276.95,10400101,FB,2020-11
11/16/20,275.05,279.41,274.63,278.96,12970352,FB,2020-11
11/17/20,277.68,277.68,273.29,275,15040297,FB,2020-11
11/18/20,274.52,277.39,271.84,271.97,12152945,FB,2020-11
11/19/20,271.02,273.47,269.19,272.94,12963658,FB,2020-11
11/20/20,272.56,273,269.41,269.7,18122412,FB,2020-11
11/23/20,270.89,270.95,264.53,268.43,20990786,FB,2020-11
11/24/20,268.49,277.82,267.87,276.92,16930424,FB,2020-11
11/25/20,278.14,280.18,272.65,275.59,12467009,FB,2020-11
11/27/20,277.39,279.13,274.82,277.81,7808426,FB,2020-11
11/30/20,276.03,277.7,271.01,276.97,16693336,FB,2020-11
12/1/20,121.01,123.47,120.01,122.72,128166803,AAPL,2020-12
12/2/20,122.02,123.37,120.89,123.08,89004195,AAPL,2020-12
12/3/20,123.52,123.78,122.21,122.94,78967630,AAPL,2020-12
12/4/20,122.6,122.86,121.52,122.25,78260421,AAPL,2020-12
12/7/20,122.31,124.57,122.25,123.75,86711990,AAPL,2020-12
12/8/20,124.37,124.98,123.09,124.38,82225512,AAPL,2020-12
12/9/20,124.53,125.95,121,121.78,115089193,AAPL,2020-12
12/10/20,120.5,123.87,120.15,123.24,81312170,AAPL,2020-12
12/11/20,122.43,122.76,120.55,122.41,86939786,AAPL,2020-12
12/14/20,122.6,123.35,121.54,121.78,79075988,AAPL,2020-12
12/15/20,124.34,127.9,124.13,127.88,157572262,AAPL,2020-12
12/16/20,127.41,128.37,126.56,127.81,98208591,AAPL,2020-12
12/17/20,128.9,129.58,128.04,128.7,94359811,AAPL,2020-12
12/18/20,128.96,129.1,126.12,126.66,192541496,AAPL,2020-12
12/21/20,125.02,128.31,123.45,128.23,121251553,AAPL,2020-12
12/22/20,131.61,134.41,129.65,131.88,169351825,AAPL,2020-12
12/23/20,132.16,132.43,130.78,130.96,88223692,AAPL,2020-12
12/24/20,131.32,133.46,131.1,131.97,54930064,AAPL,2020-12
12/28/20,133.99,137.34,133.51,136.69,124486237,AAPL,2020-12
12/29/20,138.05,138.79,134.34,134.87,121047324,AAPL,2020-12
12/30/20,135.58,135.99,133.4,133.72,96452124,AAPL,2020-12
12/31/20,134.08,134.74,131.72,132.69,99116586,AAPL,2020-12
12/1/20,1774.37,1824.83,1769.37,1798.1,1739045,GOOG,2020-12
12/2/20,1798.1,1835.65,1789.47,1827.95,1222032,GOOG,2020-12
12/3/20,1824.01,1847.2,1822.65,1826.77,1227298,GOOG,2020-12
12/4/20,1824.52,1833.16,1816.99,1827.99,1378166,GOOG,2020-12
12/7/20,1819,1832.37,1805.78,1819.48,1320946,GOOG,2020-12
12/8/20,1810.1,1821.9,1796.2,1818.55,1096319,GOOG,2020-12
12/9/20,1812.01,1834.27,1767.81,1784.13,1507558,GOOG,2020-12
12/10/20,1769.8,1781.31,1740.32,1775.33,1362848,GOOG,2020-12
12/11/20,1763.06,1784.45,1760,1781.77,1220651,GOOG,2020-12
12/14/20,1775,1797.39,1757.22,1760.06,1600173,GOOG,2020-12
12/15/20,1764.42,1771.42,1749.95,1767.77,1482261,GOOG,2020-12
12/16/20,1772.88,1773,1756.08,1763,1513543,GOOG,2020-12
12/17/20,1768.51,1771.78,1738.66,1747.9,1624744,GOOG,2020-12
12/18/20,1754.18,1755.11,1720.22,1731.01,4016353,GOOG,2020-12
12/21/20,1713.51,1740.85,1699,1739.37,1828378,GOOG,2020-12
12/22/20,1734.43,1737.41,1712.58,1723.5,938346,GOOG,2020-12
12/23/20,1728.11,1747.99,1725.04,1732.38,1033917,GOOG,2020-12
12/24/20,1735,1746,1729.11,1738.85,346753,GOOG,2020-12
12/28/20,1751.64,1790.73,1746.34,1776.09,1393033,GOOG,2020-12
12/29/20,1787.79,1792.44,1756.09,1758.72,1299395,GOOG,2020-12
12/30/20,1762.01,1765.1,1725.6,1739.52,1306130,GOOG,2020-12
12/31/20,1735.42,1758.93,1735.42,1751.88,1012240,GOOG,2020-12
12/1/20,214.51,217.32,213.35,216.21,30931318,MSFT,2020-12
12/2/20,214.88,215.47,212.8,215.37,23724509,MSFT,2020-12
12/3/20,214.61,216.38,213.65,214.24,25120922,MSFT,2020-12
12/4/20,214.22,215.38,213.18,214.36,24666039,MSFT,2020-12
12/7/20,214.37,215.54,212.99,214.29,24619997,MSFT,2020-12
12/8/20,213.97,216.95,212.89,216.01,23284094,MSFT,2020-12
12/9/20,215.16,215.23,211.21,211.8,32440603,MSFT,2020-12
12/10/20,211.77,213.08,210.36,210.52,26467017,MSFT,2020-12
12/11/20,210.05,213.32,209.11,213.26,30979440,MSFT,2020-12
12/14/20,213.1,216.21,212.88,214.2,28798379,MSFT,2020-12
12/15/20,215.17,215.42,212.24,214.13,27018106,MSFT,2020-12
12/16/20,214.75,220.11,214.72,219.28,35023253,MSFT,2020-12
12/17/20,219.87,220.89,217.92,219.42,32515784,MSFT,2020-12
12/18/20,218.59,219.69,216.02,218.59,63354922,MSFT,2020-12
12/21/20,217.55,224,217.28,222.59,37181886,MSFT,2020-12
12/22/20,222.69,225.63,221.85,223.94,22643397,MSFT,2020-12
12/23/20,223.11,223.56,220.8,221.02,18699638,MSFT,2020-12
12/24/20,221.42,223.61,221.2,222.75,10550572,MSFT,2020-12
12/28/20,224.45,226.03,223.02,224.96,17933496,MSFT,2020-12
12/29/20,226.31,227.18,223.58,224.15,17403213,MSFT,2020-12
12/30/20,225.23,225.63,221.47,221.68,20272337,MSFT,2020-12
12/31/20,221.7,223,219.68,222.42,20942132,MSFT,2020-12
12/1/20,597.59,597.85,572.05,584.76,40382832,TSLA,2020-12
12/2/20,556.44,571.54,541.21,568.82,47775653,TSLA,2020-12
12/3/20,590.02,598.97,582.43,593.38,42552003,TSLA,2020-12
12/4/20,591.01,599.04,585.5,599.04,29401314,TSLA,2020-12
12/7/20,604.92,648.79,603.05,641.76,56309709,TSLA,2020-12
12/8/20,625.51,651.28,618.5,649.88,64265029,TSLA,2020-12
12/9/20,653.69,654.32,588,604.48,71291190,TSLA,2020-12
12/10/20,574.37,627.75,566.34,627.07,67083153,TSLA,2020-12
12/11/20,615.01,624,596.8,609.99,46474974,TSLA,2020-12
12/14/20,619,642.75,610.2,639.83,52040649,TSLA,2020-12
12/15/20,643.28,646.9,623.8,633.25,45223559,TSLA,2020-12
12/16/20,628.23,632.5,605,622.77,42095813,TSLA,2020-12
12/17/20,628.19,658.82,619.5,655.9,56270144,TSLA,2020-12
12/18/20,668.9,695,628.54,695,222126194,TSLA,2020-12
12/21/20,666.24,668.5,646.07,649.86,58045264,TSLA,2020-12
12/22/20,648,649.88,614.23,640.34,51861644,TSLA,2020-12
12/23/20,632.2,651.5,622.57,645.98,33172972,TSLA,2020-12
12/24/20,642.99,666.09,641,661.77,22865568,TSLA,2020-12
12/28/20,674.51,681.4,660.8,663.69,32278561,TSLA,2020-12
12/29/20,661,669.9,655,665.99,22910811,TSLA,2020-12
12/30/20,672,696.6,668.36,694.78,42846021,TSLA,2020-12
12/31/20,699.99,718.72,691.12,705.67,49649928,TSLA,2020-12
12/1/20,279.16,289.3,278.96,286.55,20777906,FB,2020-12
12/2/20,285.36,291.78,280.83,287.52,17361624,FB,2020-12
12/3/20,286.25,286.65,281.07,281.85,12921694,FB,2020-12
12/4/20,280.3,283.46,279.3,279.7,10880299,FB,2020-12
12/7/20,279.19,288.49,278.2,285.58,13007665,FB,2020-12
12/8/20,286.01,286.43,281.55,283.4,10747650,FB,2020-12
12/9/20,283.66,287.63,271.75,277.92,25189707,FB,2020-12
12/10/20,275.54,278.73,271.86,277.12,20065091,FB,2020-12
12/11/20,274.53,276.48,270.25,273.55,14391401,FB,2020-12
12/14/20,273.37,277.22,271.56,274.19,16376880,FB,2020-12
12/15/20,274.83,276.08,267.47,275.55,23979461,FB,2020-12
12/16/20,274.76,277.86,272.51,275.67,15884999,FB,2020-12
12/17/20,277.07,280.44,273.61,274.48,16377844,FB,2020-12
12/18/20,275.77,278,271.14,276.4,26693249,FB,2020-12
12/21/20,272.98,274.67,267.79,272.79,16553740,FB,2020-12
12/22/20,271.5,271.5,264.63,267.09,17334999,FB,2020-12
12/23/20,266.89,272.17,266.23,268.11,14329038,FB,2020-12
12/24/20,268.88,270.4,266.2,267.4,6702033,FB,2020-12
12/28/20,268.74,277.3,265.66,277,23299707,FB,2020-12
12/29/20,276.95,280.51,276.28,276.78,16382995,FB,2020-12
12/30/20,277.95,278.08,271.71,271.87,11803795,FB,2020-12
12/31/20,272,277.09,269.81,273.16,12900408,FB,2020-12
1/4/21,133.52,133.61,126.76,129.41,143301887,AAPL,2021-1
1/5/21,128.89,131.74,128.43,131.01,97664898,AAPL,2021-1
1/6/21,127.72,131.05,126.38,126.6,155087970,AAPL,2021-1
1/7/21,128.36,131.63,127.86,130.92,109578157,AAPL,2021-1
1/8/21,132.43,132.63,130.23,132.05,105158245,AAPL,2021-1
1/11/21,129.19,130.17,128.5,128.98,100620880,AAPL,2021-1
